ano_criacao_pedido;procedimento_contratacao_grupo;procedimento_contratacao_detalhamento_1;procedimento_contratacao_especializacao;codigo_orgao_entidade_compra;nome_orgao_entidade_compra;numero_processo_formatado;data_criacao_pedido;data_licitacao;numero_contrato;indicador_termo_de_contrato;situacao_processo;situacao_compra_item_processo;criterio_julgamento;objeto_processo;unnamed_15;nome_empresarial_nome_fornecedor;unnamed_17;cnpj_cpf_fornecedor_formatado;numero_parecer_juridico;data_parecer_juridico;edital_retificacao_arquivos;contrato_termoaditivo_arquivos;valor_total_referencia_item_processo;valor_total_homologado;valor_total_atualizado
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000063/2025;2025-07-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR DEMANDA HIJPII/BH.;;LABORATORIOS B BRAUN SA;;31.673.254/0010-95;;;;;9900,0;9900,0;9900,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000063/2025;2025-07-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR DEMANDA HIJPII/BH.;;LM FARMA INDUSTRIA E COMERCIO LTDA;;57.532.343/0001-14;;;;;295,92;295,92;295,92
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000063/2025;2025-07-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR DEMANDA HIJPII/BH.;;MAGNA INDUSTRIA DE MATERIAIS HOSPITALARES LTDA;;29.791.821/0001-75;;;;;5450,0;5450,0;5450,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000063/2025;2025-07-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR DEMANDA HIJPII/BH.;;MASTERMED COMERCIAL LTDA -EPP;;02.662.841/0001-90;;;;;949,0;949,0;949,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000063/2025;2025-07-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR DEMANDA HIJPII/BH.;;MED CENTER COMERCIAL LTDA;;00.874.929/0001-40;;;;;3036,0;3036,0;3036,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000063/2025;2025-07-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR DEMANDA HIJPII/BH.;;MED SUPPLY PRODUTOS MEDICOS LTDA;;05.524.742/0001-30;;;;;877,8;877,8;877,8
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000063/2025;2025-07-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR DEMANDA HIJPII/BH.;;POLAR INDUSTRIA E COMERCIO DE COLCHOES LTDA;;04.477.018/0001-30;;;;;2100,0;2100,0;2100,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000063/2025;2025-07-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR DEMANDA HIJPII/BH.;;PRO CIRURGICA MATERIAIS HOSPITALARES LTDA;;29.650.220/0001-42;;;;;20737,5;20737,5;20737,5
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000063/2025;2025-07-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR DEMANDA HIJPII/BH.;;PURAH MEDICAL & CO LTDA;;28.345.933/0001-30;;;;;999,0;999,0;999,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000063/2025;2025-07-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR DEMANDA HIJPII/BH.;;SAMEH SOLUCOES HOSPITALARES LTDA;;25.031.668/0001-27;;;;;2946,0;2946,0;2946,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000063/2025;2025-07-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR DEMANDA HIJPII/BH.;;SMITH & NEPHEW COMERCIO DE PRODUTOS MEDICOS LTDA.;;13.656.820/0004-20;;;;;13440,0;13440,0;13440,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000063/2025;2025-07-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR DEMANDA HIJPII/BH.;;SOMA/MG PRODUTOS HOSPITALARES LTDA;;12.927.876/0001-67;;;;;756,0;756,0;756,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000063/2025;2025-07-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR DEMANDA HIJPII/BH.;;SUL MINAS INDUSTRIA E COMERCIO DE CONFECCOES LTDA;;18.625.083/0001-70;;;;;39590,0;39590,0;39590,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000065/2025;2025-07-07;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;CONTRATAÇÃO  DIVERSOS EXAMES  REED, RESSONANCIA DE DIVERSAS PARTES, PARA SUPRIR DEMANDA HIJPII/BH.;;CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;;19.691.641/0001-68;;;;;7260,0;7260,0;7260,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-09;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;ACACIA COMERCIO DE MEDICAMENTOS LTDA;;03.945.035/0001-91;;;;;43,62;43,62;43,62
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-09;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;ALFALAGOS LTDA ;;05.194.502/0001-14;;;;;2017,7;2017,7;2017,7
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-09;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;BIOHOSP PRODUTOS HOSPITALARES SA;;18.269.125/0001-87;;;;;2710,6;2710,6;2710,6
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-09;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;CHIESI FARMACEUTICA LTDA;;61.363.032/0015-41;;;;;802,5;802,5;802,5
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-09;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;;44.734.671/0022-86;;;;;820,75;820,75;820,75
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-09;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;DISTRIBUICAO DE MEDICAMENTOS PAMED LTDA;;02.424.344/0001-53;;;;;2070,0;2070,0;2070,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-09;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;FUJITECH EQUIPAMENTOS MEDICOS LTDA;;03.606.427/0001-26;;;;;287,0;287,0;287,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-09;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;FUTURA COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA;;08.231.734/0005-17;;;;;578,4;578,4;578,4
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-09;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;MULTIFARMA COMERCIO E REPRESENTACOES LTDA.;;21.681.325/0001-57;;;;;1879,14;1879,14;1879,14
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-09;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;PRATI, DONADUZZI & CIA LTDA;;73.856.593/0010-57;;;;;328,0;328,0;328,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-09;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;RIOQUIMICA S.A.;;55.643.555/0001-43;;;;;183,8;183,8;183,8
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-09;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;SOMA/MG PRODUTOS HOSPITALARES LTDA;;12.927.876/0001-67;;;;;16017,0;16017,0;16017,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-09;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;SUPREMA FARMA FARMACIA DE MANIPULACAO LTDA;;31.287.695/0001-68;;;;;559,65;559,65;559,65
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-09;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;TRES PHARMA DISTRIBUIDORA E SERVICOS LTDA ;;26.401.571/0001-21;;;;;783,0;783,0;783,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-11;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;BIOHOSP PRODUTOS HOSPITALARES SA;;18.269.125/0001-87;;;;;60,56;60,56;60,56
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000067/2025;2025-07-11;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALOPATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;SUPPORT PRODUTOS NUTRICIONAIS LTDA;;01.107.391/0012-63;;;;;46595,6;46595,6;46595,6
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000068/2025;2025-07-10;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;SERVIÇOS DE EXAME DE URETROCISTOGRAFIA RETROGADA OU MICCIONAL, PARA SUPRIR DEMANDA HIJPII/BH.;;CENTRO DE DIAGNOSTICO POR IMAGEM LTDA;;19.691.641/0001-68;;;;;440,0;440,0;440,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000069/2025;2025-07-16;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALO´PATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;BIOHOSP PRODUTOS HOSPITALARES SA;;18.269.125/0001-87;;;;;6759,6;6759,6;6759,6
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000069/2025;2025-07-16;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALO´PATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;COMERCIAL CIRURGICA RIOCLARENSE LTDA;;67.729.178/0002-20;;;;;838,8;838,8;838,8
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000069/2025;2025-07-16;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALO´PATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;COMERCIAL CIRURGICA RIOCLARENSE LTDA;;67.729.178/0004-91;;;;;133,76;133,76;133,76
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000069/2025;2025-07-16;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALO´PATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;;44.734.671/0022-86;;;;;893,4;893,4;893,4
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000069/2025;2025-07-16;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALO´PATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;DISTRIBUICAO DE MEDICAMENTOS PAMED LTDA;;02.424.344/0001-53;;;;;1380,0;1380,0;1380,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000069/2025;2025-07-16;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALO´PATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;FAMAP NUTRICAO PARENTERAL LTDA;;00.583.890/0001-01;;;;;35674,0;35674,0;35674,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000069/2025;2025-07-16;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALO´PATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;FUTURA COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA;;08.231.734/0005-17;;;;;1928,0;1928,0;1928,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000069/2025;2025-07-16;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALO´PATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;HOSPDROGAS COMERCIAL LTDA;;08.774.906/0001-75;;;;;4,17;4,17;4,17
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000069/2025;2025-07-16;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALO´PATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;INOVAMED HOSPITALAR LTDA;;12.889.035/0002-93;;;;;972,88;972,88;972,88
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000069/2025;2025-07-16;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALO´PATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;MED CENTER COMERCIAL LTDA;;00.874.929/0001-40;;;;;406,8;406,8;406,8
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000069/2025;2025-07-16;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALO´PATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;MULTIFARMA COMERCIO E REPRESENTACOES LTDA.;;21.681.325/0001-57;;;;;2071,0;2071,0;2071,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000069/2025;2025-07-16;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALO´PATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;RIOQUIMICA S.A.;;55.643.555/0001-43;;;;;130,0;130,0;130,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000069/2025;2025-07-16;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALO´PATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;SOMA/MG PRODUTOS HOSPITALARES LTDA;;12.927.876/0001-67;;;;;255,0;255,0;255,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000069/2025;2025-07-16;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALO´PATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;TRES PHARMA DISTRIBUIDORA E SERVICOS LTDA ;;26.401.571/0001-21;;;;;4176,0;4176,0;4176,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000069/2025;2025-07-16;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MEDICAMENTOS ALO´PATICOS, PARA SUPRIR DEMANDA HIJPII/BH.;;VIVA FARMACEUTICA S/A;;10.447.355/0001-87;;;;;10915,8;10915,8;10915,8
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000070/2025;2025-08-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR  DEMANDA HIJPII/BH.;;ALFALAGOS LTDA ;;05.194.502/0001-14;;;;;9432,0;9432,0;9432,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000070/2025;2025-08-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR  DEMANDA HIJPII/BH.;;BIOBASE INDUSTRIA E COMERCIO LTDA ;;05.216.859/0001-56;;;;;36000,0;36000,0;36000,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000070/2025;2025-08-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR  DEMANDA HIJPII/BH.;;BIOHOSP PRODUTOS HOSPITALARES SA;;18.269.125/0001-87;;;;;550,08;550,08;550,08
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000070/2025;2025-08-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR  DEMANDA HIJPII/BH.;;C.B.S. MEDICO CIENTIFICA LTDA;;48.791.685/0001-68;;;;;440,0;440,0;440,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000070/2025;2025-08-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR  DEMANDA HIJPII/BH.;;CEI COMERCIO EXPORTACAO E IMP DE MAT MEDICOS LTDA;;40.175.705/0001-64;;;;;1724,0;1724,0;1724,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000070/2025;2025-08-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR  DEMANDA HIJPII/BH.;;CIRURGICA FERNANDES - COMERCIO DE MATERIAIS CIRURGICOS E HOSPITALARES - SOCIEDADE LIMITADA;;61.418.042/0001-31;;;;;6362,5;6362,5;6362,5
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000070/2025;2025-08-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR  DEMANDA HIJPII/BH.;;COTACAO COM REPRESENTACAO IMPORTACAO E EXPORTACAO LTDA;;58.950.775/0001-08;;;;;4530,0;4530,0;4530,0
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000070/2025;2025-08-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR  DEMANDA HIJPII/BH.;;CREMER S.A.;;82.641.325/0021-61;;;;;9135,36;9135,36;9135,36
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000070/2025;2025-08-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR  DEMANDA HIJPII/BH.;;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;;20.235.404/0001-71;;;;;8102,6;8102,6;8102,6
2025;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2270;FUNDACAO HOSPITALAR DO ESTADO DE MINAS GERAIS;0503007 000070/2025;2025-08-04;;0;NÃO;Concluído;Com Fornecedor Vencedor;Por item;MATERIAIS MEDICOS HOSPITALARES, PARA SUPRIR  DEMANDA HIJPII/BH.;;D C R SANTOS LTDA;;33.169.991/0001-90;;;;;9304,4;9304,4;9304,4
