ano_criacao_pedido;procedimento_contratacao_grupo;procedimento_contratacao_detalhamento_1;procedimento_contratacao_especializacao;codigo_orgao_entidade_compra;nome_orgao_entidade_compra;numero_processo_original_formatado;numero_processo_formatado;data_criacao_pedido;data_licitacao;numero_contrato;indicador_termo_de_contrato;situacao_processo;item_material_servico;situacao_compra_item_processo;criterio_julgamento;objeto_processo;nome_empresarial_nome_fornecedor;cnpj_cpf_fornecedor_formatado;numero_parecer_juridico;data_parecer_juridico;edital_retificacao_arquivos;contrato_termoaditivo_arquivos;valor_total_referencia_item_processo;valor_total_homologado;valor_total_atualizado
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000159/2026;2026-02-13;;0;NÃO;Concluído;"SERINGA DESCARTAVEL - MATERIA-PRIMA: POLIPROPILENO; CAPACIDADE: 20 ML, SEM AGULHA, BICO LATERAL E PONTA LUER SLIP;";Com Fornecedor Vencedor;Por item;SERINGA DESCARTAVEl;MULTIFARMA COMERCIO E REPRESENTACOES LTDA.;21.681.325/0001-57;;;;;13000,0;13000,0;13000,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000159/2026;2026-02-13;;0;NÃO;Concluído;"SERINGA DESCARTAVEL - MATERIA-PRIMA: POLIPROPILENO; CAPACIDADE: 20ML SEM AGULHA COM BICO LUER LOCK;";Com Fornecedor Vencedor;Por item;SERINGA DESCARTAVEl;MULTIFARMA COMERCIO E REPRESENTACOES LTDA.;21.681.325/0001-57;;;;;1560,0;1560,0;1560,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000159/2026;2026-02-13;;0;NÃO;Concluído;"SERINGA DESCARTAVEL - MATERIA-PRIMA: PROLIPROPILENO; CAPACIDADE: 05 ML SEM AGULHA;";Com Fornecedor Vencedor;Por item;SERINGA DESCARTAVEl;MULTIFARMA COMERCIO E REPRESENTACOES LTDA.;21.681.325/0001-57;;;;;3540,0;3540,0;3540,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000160/2026;2026-02-13;;0;NÃO;Concluído;"FIOS DE SUTURA USO MEDICO HOSPITALAR - TIPO: ABSORVIVEL; MATERIA-PRIMA: ACIDO POLIGLICOLICO OU POLIGLATINA 910; NUMERO: 1; MEDIDAS: FIO DE 70CM; AGULHA: COM AGULHA 1/2 CIRCULO CILINDRICA DE 4,0CM;";Com Fornecedor Vencedor;Por item;FIOS DE SUTURA USO MEDICO HOSPITALAR - T;BIOLINE FIOS CIRURGICOS LTDA;37.844.479/0002-33;;;;;4500,0;4500,0;4500,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000161/2026;2026-02-12;;0;NÃO;Concluído;"BISACODIL - PRINCIPIO ATIVO: BISACODIL; CONCENTRACAO/DOSAGEM: 5 MG; FORMA FARMACEUTICA: DRAGEA; APRESENTACAO: .; COMPONENTE: .;";Com Fornecedor Vencedor;Por item;BISACODIL;ALFALAGOS LTDA ;05.194.502/0001-14;;;;;22,86;22,86;22,86
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000162/2026;2026-02-12;;0;NÃO;Concluído;"DILUENTE - IDENTIFICACAO: AGUA BIDESTILADA; TIPO: ESTERIL; APRESENTACAO: AMPOLA 10 ML;";Com Fornecedor Vencedor;Por item;DILUENTE;SOMA/MG PRODUTOS HOSPITALARES LTDA;12.927.876/0001-67;;;;;7981,04;7981,04;7981,04
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000163/2026;2026-02-12;;0;NÃO;Concluído;"OLEO MINERAL PURO - PRINCIPIO ATIVO: OLEO MINERAL PURO; CONCENTRACAO/DOSAGEM: 100%; FORMA FARMACEUTICA: OLEO; APRESENTACAO: EMBALAGEM ATE 200 ML; COMPONENTE: .;";Com Fornecedor Vencedor;Por item;OLEO MINERAL PURO;SOMA/MG PRODUTOS HOSPITALARES LTDA;12.927.876/0001-67;;;;;168,0;168,0;168,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000164/2026;2026-02-12;;0;NÃO;Concluído;"ENZALUTAMIDA - PRINCIPIO ATIVO: ENZALUTAMIDA; CONCENTRACAO/DOSAGEM: 40 MG; FORMA FARMACEUTICA: COMPRIMIDO REVESTIDO; APRESENTACAO: .; COMPONENTE: .;";Com Fornecedor Vencedor;Por item;ENZALUTAMIDA;HOSPINOVA DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA.;12.499.494/0002-60;;;;;280919,52;280919,52;280919,52
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000165/2026;2026-02-12;;0;NÃO;Concluído;"OLANZAPINA - PRINCIPIO ATIVO: OLANZAPINA; CONCENTRACAO/DOSAGEM: 5 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";Com Fornecedor Vencedor;Por item;OLANZAPINA;UNIQUE DISTRIBUIDORA DE MEDICAMENTOS LTDA;23.864.942/0001-13;;;;;84,63;84,63;84,63
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000167/2026;2026-02-19;;0;NÃO;Concluído;"CATETER - IDENTIFICACAO: TIPO ENDOSCOPICO DESCARTAVEL; TAMANHO/NUMERO: 320 CM COMPRIMENTO X 2,30 MM DE DIAMETRO APROX.; MATERIA-PRIMA: COMPATIVEL COM EQUIPAMENTO ARGON;";Com Fornecedor Vencedor;Por item;CATETER;HPF SURGICAL LTDA;68.532.076/0002-82;;;;;1358,0;1358,0;1358,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000168/2026;2026-02-19;;0;NÃO;Concluído;"CONJUNTO CPAP NASAL - TIPO: INFANTIL; NUMERO: 2;";Com Fornecedor Vencedor;Por lote;CONJUNTO CPAP NASAL;DISTRIBUIDORA MENDONCA E MIRANDA LTDA;24.638.170/0001-64;;;;;636,16;636,16;636,16
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000169/2026;2026-02-13;;0;NÃO;Concluído;"OXIDO DE ZINCO + ASSOCIACOES - PRINCIPIO ATIVO (1): OXIDO DE ZINCO; PRINCIPIO ATIVO (2): VITAMINA A + VITAMINA D; CONCENTRACAO/DOSAGEM: MINIMA 100 MG/G + 1.000 UI/G + 200 UI/G; FORMA FARMACEUTICA: POMADA; APRESENTACAO: BISNAGA; COMPONENTE: .;";Com Fornecedor Vencedor;Por item;OXIDO DE ZINCO + ASSOCIACOES;INOVAMED HOSPITALAR LTDA;12.889.035/0002-93;;;;;354,76;354,75;354,75
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000170/2026;2026-02-13;;0;NÃO;Concluído;"CLONAZEPAM - PRINCIPIO ATIVO: CLONAZEPAM; CONCENTRACAO/DOSAGEM: 2 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";Com Fornecedor Vencedor;Por item;CLONAZEPAM - PRINCIPIO ATIVO;ACACIA COMERCIO DE MEDICAMENTOS LTDA;03.945.035/0001-91;;;;;37,25;37,24;37,24
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000171/2026;2026-02-13;;0;NÃO;Concluído;"IVERMECTINA - PRINCIPIO ATIVO: IVERMECTINA; CONCENTRACAO/DOSAGEM: 6 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";Com Fornecedor Vencedor;Por lote;IVERMECTINA - PRINCIPIO ATIVO;ALFALAGOS LTDA ;05.194.502/0001-14;;;;;25,75;25,75;25,75
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000172/2026;2026-02-13;;0;NÃO;Concluído;"BUTILBROMETO DE ESCOPOLAMINA - PRINCIPIO ATIVO: BUTILBROMETO DE ESCOPOLAMINA; CONCENTRACAO/DOSAGEM: 20 MG; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 1 ML; COMPONENTE: .;";Com Fornecedor Vencedor;Por item;BUTILBROMETO DE ESCOPOLAMINA;SOMA/MG PRODUTOS HOSPITALARES LTDA;12.927.876/0001-67;;;;;2262,0;2262,0;2262,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000173/2026;2026-02-19;;0;NÃO;Concluído;"SACO PARA HAMPER - MATERIA-PRIMA: POLIETILENO; CAPACIDADE: 120 LITROS;";Com Fornecedor Vencedor;Por item;SACO PARA HAMPER;MAXIMA LIMPEZA LTDA;49.720.354/0001-08;;;;;70010,4;70010,4;70010,4
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000174/2026;2026-02-19;;0;NÃO;Concluído;"IODO POLIVINILPIRROLIDONA - PRINCIPIO ATIVO: IODO POLIVINILPIRROLIDONA; CONCENTRACAO/DOSAGEM: 10%; EQUIVALENCIA: 1% DE IODO ATIVO; FORMA FARMACEUTICA: SOLUCAO TOPICA; APRESENTACAO: FRASCO ALMOTOLIA 100 ML; COMPONENTE: .;";Com Fornecedor Vencedor;Por lote;IODO POLIVINILPIRROLIDONA - PRINCIPIO ATIVO;RIOQUIMICA S.A.;55.643.555/0001-43;;;;;1245,0;1245,0;1245,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000175/2026;2026-02-20;;0;NÃO;Concluído;"DISPOSITIVO FIXACAO USO MEDICO-HOSPITALAR - IDENTIFICACAO: FIXACAO DE TUBOS E SONDAS NASAIS ; TIPO: DESCARTAVEL;";Com Fornecedor Vencedor;Por lote;DISPOSITIVO FIXACAO USO MEDICO-HOSPITALAR;BIOHOSP PRODUTOS HOSPITALARES SA;18.269.125/0001-87;;;;;4464,0;4464,0;4464,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000176/2026;2026-02-20;;0;NÃO;Concluído;"PROTETOR OCULAR - MATERIA-PRIMA: ALGODAO; TAMANHO: AJUSTAVEL PARA P/M; FINALIDADE: FOTOTERAPIA OU USO EM INCUBADORA;";Com Fornecedor Vencedor;Por lote;PROTETOR OCULAR - MATERIA-PRIMA;IMPACTO PRODUTOS MEDICOS E HOSPITALARES LTDA;08.311.856/0001-90;;;;;99,0;99,0;99,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000177/2026;2026-02-20;;0;NÃO;Concluído;"FORMULA OU ASSOCIACAO MANIPULADA - PRINCIPIO ATIVO: ALPROSTADIL; CONCENTRACAO/DOSAGEM: 50 MCG; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 1 ML; COMPONENTE: .;";Com Fornecedor Vencedor;Por item;FORMULA OU ASSOCIACAO MANIPULADA;FLUKKA FARMACIA DE MANIPULACAO LTDA;10.450.805/0001-90;;;;;250,0;250,0;250,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000178/2026;2026-02-20;;0;NÃO;Concluído;"CLORIDRATO DE PROTAMINA - PRINCIPIO ATIVO: CLORIDRATO DE PROTAMINA; CONCENTRACAO/DOSAGEM: 10 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 5 ML; COMPONENTE: .;";Com Fornecedor Vencedor;Por item;CLORIDRATO DE PROTAMINA - PRINCIPIO ATIVO;SOMA/MG PRODUTOS HOSPITALARES LTDA;12.927.876/0001-67;;;;;75,0;75,0;75,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000179/2026;2026-02-20;;0;NÃO;Concluído;"ALFENTANILA - PRINCIPIO ATIVO: ALFENTANILA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 0,5 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 5 ML; COMPONENTE: .;";Com Fornecedor Vencedor;Por lote;ALFENTANILA - PRINCIPIO ATIVO;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;44.734.671/0022-86;;;;;379,0;379,0;379,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000180/2026;2026-02-20;;0;NÃO;Concluído;"CODEINA - PRINCIPIO ATIVO: CODEINA, FOSFATO; CONCENTRACAO/DOSAGEM: 30 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";Com Fornecedor Vencedor;Por item;CODEINA - PRINCIPIO ATIVO:;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;44.734.671/0022-86;;;;;660,0;660,0;660,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000181/2026;2026-02-20;;0;NÃO;Concluído;"MISOPROSTOL - PRINCIPIO ATIVO: MISOPROSTOL; CONCENTRACAO/DOSAGEM: 25 MCG; FORMA FARMACEUTICA: COMPRIMIDO VAGINAL; APRESENTACAO: .; COMPONENTE: .;";Com Fornecedor Vencedor;Por item;MISOPROSTOL - PRINCIPIO ATIVO:;MED CENTER COMERCIAL LTDA;00.874.929/0001-40;;;;;1808,3;1808,3;1808,3
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000182/2026;2026-02-20;;0;NÃO;Concluído;"MORFINA - PRINCIPIO ATIVO: MORFINA, SULFATO; CONCENTRACAO/DOSAGEM: 10 MG; FORMA FARMACEUTICA: COMPRIMIDO; APRESENTACAO: .; COMPONENTE: .;";Com Fornecedor Vencedor;Por lote;MORFINA - PRINCIPIO ATIVO;CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;44.734.671/0022-86;;;;;400,0;400,0;400,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000183/2026;2026-02-23;;0;NÃO;Concluído;"DISPOSITIVO FIXACAO USO MEDICO-HOSPITALAR - IDENTIFICACAO: FIXACAO DE CATETER INTRAVENOSO APROX 7,5 X 7,5 CM; TIPO: ESTERIL;";Com Fornecedor Vencedor;Por lote;DISPOSITIVO FIXACAO USO MEDICO-HOSPITALAR;CREMER S.A.;82.641.325/0021-61;;;;;9900,0;9900,0;9900,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000184/2026;2026-02-11;;0;NÃO;Concluído;"FORMULA OU ASSOCIACAO MANIPULADA - PRINCIPIO ATIVO: FENILEFRINA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 2,5 %; FORMA FARMACEUTICA: SOLUCAO OFTALMICA; APRESENTACAO: FRASCO 5 ML; COMPONENTE: .;";Com Fornecedor Vencedor;Por item;FORMULA OU ASSOCIACAO MANIPULADA;CITOPHARMA MANIPULACAO DE MEDICAMENTOS ESPECIAIS LTDA;01.640.262/0001-83;;;;;1968,0;1968,0;1968,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000185/2026;2026-02-20;;0;NÃO;Concluído;"CEFALEXINA - PRINCIPIO ATIVO: CEFALEXINA; CONCENTRACAO/DOSAGEM: 500 MG; FORMA FARMACEUTICA: COMPRIMIDO REVESTIDO; APRESENTACAO: .; COMPONENTE: .;";Com Fornecedor Vencedor;Por lote;CEFALEXINA;ALFALAGOS LTDA ;05.194.502/0001-14;;;;;138,0;138,0;138,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000186/2026;2026-02-20;;0;NÃO;Concluído;"PEROXIDO DE HIDROGENIO - PRINCIPIO ATIVO: PEROXIDO DE HIDROGENIO; CONCENTRACAO/DOSAGEM: 10 VOLUMES; FORMA FARMACEUTICA: SOLUCAO; APRESENTACAO: FRASCO 100 ML; COMPONENTE: .;";Com Fornecedor Vencedor;Por lote;PEROXIDO DE HIDROGENIO;DISTRILAF DISTRIBUIDORA DE MEDICAMENTOS LTDA;04.889.013/0001-14;;;;;67,5;67,5;67,5
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000187/2026;2026-02-20;;0;NÃO;Concluído;"FIOS DE SUTURA USO MEDICO HOSPITALAR - TIPO: ABSORVIVEL; MATERIA-PRIMA: ACIDO POLIGLICOLICO OU POLIGLATINA 910; NUMERO: 4-0; MEDIDAS: FIO DE 45CM, INCOLOR; AGULHA: COM AGULHA 3/8 CIRCULO CORTANTE DE 1,9CM;";Com Fornecedor Vencedor;Por lote;FIOS DE SUTURA USO MEDICO HOSPITALAR;POLYSUTURE INDUSTRIA E COMERCIO LTDA;03.812.429/0001-71;;;;;18930,0;18930,0;18930,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000188/2026;2026-02-20;;0;NÃO;Concluído;"CLOREXIDINA - PRINCIPIO ATIVO: CLOREXIDINA, DIGLUCONATO; CONCENTRACAO/DOSAGEM: 0,12%; FORMA FARMACEUTICA: SOLUCAO AQUOSA BUCAL ISENTA DE ALCOOL; APRESENTACAO: FRASCO 250 ML; COMPONENTE: .;";Com Fornecedor Vencedor;Por lote;CLOREXIDINA;INDALABOR INDAIA LABORATORIO FARMACEUTICO LTDA;04.654.861/0001-44;;;;;232,8;232,8;232,8
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000189/2026;2026-02-23;;0;NÃO;Concluído;"LUVA CIRURGICA DESCARTAVEL ESTERIL COMPOSICAO: LATEX DE BORRACHA NATURAL; PO: BIOABSORVIVEL; TAMANHO: 7.5; FORMATO: ANATOMICO; SUPERFICIE: TEXTURIZADA E ANTIDERRAPANTE; APRESENTACAO: PAR EMBALADO INDIVIDUALMENTE;";Com Fornecedor Vencedor;Por item;LUVA CIRURGICA DESCARTAVEL ESTERIL COMPOSICAO;DCB DISTRIBUIDORA CIRURGICA BRASILEIRA LTDA;20.235.404/0001-71;;;;;7847,28;7847,28;7847,28
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000190/2026;2026-02-23;;0;NÃO;Concluído;"LINHA VENOSA - PARA HEMODIALISE - TUBO: COM CATABOLHAS DE 20 A 30MM DE DIAMETRO;";Com Fornecedor Vencedor;Por lote;LINHA VENOSA;LABORATORIOS B BRAUN SA;31.673.254/0010-95;;;;;15744,0;15744,0;15744,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000191/2026;2026-02-23;;0;NÃO;Concluído;"BARREIRA PROTETORA OSTOMIA - TIPO: LENCO; APRESENTACAO: ENVELOPE; SACHE EMBALADO; COMPOSICAO: SOLUCAO CUTANEA;";Com Fornecedor Vencedor;Por lote;BARREIRA PROTETORA OSTOMIA;COLOPLAST DO BRASIL LTDA;02.794.555/0004-20;;;;;100,2;100,2;100,2
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000191/2026;2026-02-23;;0;NÃO;Concluído;"BARREIRA PROTETORA OSTOMIA - TIPO: PLACA DE RESINA SINTETICA; APRESENTACAO: 20 X 20 CM; COMPOSICAO: HIDROCOLOIDES;";Com Fornecedor Vencedor;Por lote;BARREIRA PROTETORA OSTOMIA;COLOPLAST DO BRASIL LTDA;02.794.555/0004-20;;;;;1044,0;1044,0;1044,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000192/2026;2026-02-23;;0;NÃO;Concluído;"CAL SODADA - APRESENTACAO: EM PILULAS, FORMATO LENTICULAR, UMIDADE 14 A 19%; FINALIDADE: COADJUVANTE UTILIZADO EM PROCESSOS ANESTESICOS;";Com Fornecedor Vencedor;Por lote;CAL SODADA - APRESENTACAO;MASTERMED COMERCIAL LTDA -EPP;02.662.841/0001-90;;;;;1822,48;1822,48;1822,48
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000193/2026;2026-02-23;;0;NÃO;Concluído;"GUIA PARA USO MEDICO - APLICACAO: PARA TUBO ENDOTRAQUEAL; TIPO: BOUGIE, DESCARTAVEL. TAMANHO: NEONATAL (6F); MATERIA-PRIMA: POLIETILENO OU PVC OU POLIESTIRENO; HASTE MACICA; PONTA: COM ANGULACAO ENTRE 35ºA 40°; MACICA E ARREDONDADA; COMPRIMENTO: APROXIMADO DE 40 A 60 CM; DIAMETRO DE 2 A 3 MM;";Com Fornecedor Vencedor;Por lote;GUIA PARA USO MEDICO;MASTERMED COMERCIAL LTDA -EPP;02.662.841/0001-90;;;;;261,0;261,0;261,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000194/2026;2026-02-24;;0;NÃO;Concluído;"FORMULA OU ASSOCIACAO MANIPULADA - PRINCIPIO ATIVO: IODO POLIVINILPIRROLIDONA (PVPI); CONCENTRACAO/DOSAGEM: 25 MG/ML (2,5%); FORMA FARMACEUTICA: SOLUCAO OFTALMICA; APRESENTACAO: FRASCO 5 ML; COMPONENTE: .;";Com Fornecedor Vencedor;Por item;FORMULA OU ASSOCIACAO MANIPULAD;CITOPHARMA MANIPULACAO DE MEDICAMENTOS ESPECIAIS LTDA;01.640.262/0001-83;;;;;787,2;787,2;787,2
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000195/2026;2026-02-23;;0;NÃO;Concluído;"DEXMEDETOMIDINA - PRINCIPIO ATIVO: DEXMEDETOMIDINA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 100 MCG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: FRASCO-AMPOLA 2 ML; COMPONENTE: .;";Com Fornecedor Vencedor;Por lote;DEXMEDETOMIDINA;ACACIA COMERCIO DE MEDICAMENTOS LTDA;03.945.035/0001-91;;;;;3385,8;3385,8;3385,8
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000196/2026;2026-02-23;;0;NÃO;Concluído;"ONDANSETRONA - PRINCIPIO ATIVO: ONDANSETRONA, CLORIDRATO; CONCENTRACAO/DOSAGEM: 2 MG/ML; FORMA FARMACEUTICA: SOLUCAO INJETAVEL; APRESENTACAO: AMPOLA 2 ML; COMPONENTE: .;";Com Fornecedor Vencedor;Por item;ONDANSETRONA;MULTIFARMA COMERCIO E REPRESENTACOES LTDA.;21.681.325/0001-57;;;;;3198,0;3198,0;3198,0
2026;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;2010;INST.DE PREVIDENCIA DOS SERVIDORES DO EST.M.GERAIS;;2011020 000197/2026;2026-02-23;;0;NÃO;Concluído;"ALECTINIBE - PRINCIPIO ATIVO: ALECTINIBE; CONCENTRACAO/DOSAGEM: 150 MG; FORMA FARMACEUTICA: CAPSULA; APRESENTACAO: .; COMPONENTE: .;";Com Fornecedor Vencedor;Por item;ALECTINIBE;PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A;33.009.945/0002-04;;;;;188894,72;188894,72;188894,72
